Linear regression accuracy is --> 83.4893 %

    Actual Predicted
0        7        15
1      -50       -45
2        0        -5
3        4         2
4        7         2
5        7        -7
6      -50        -9
7      -50       -20
8      -50       -24
9        5         9
10       4        -9
11       3        -5
12       2       -15
13       2        -8
14       1        -8
15       2        -5
16     -50       -26
17     -50       -14
18      10        12
19       2        -7
20       4       -14
21       4       -10
22       5         2
23       3       -14
24       2       -15
25       7       -10
26      12        -7
27     -50       -13
28     -50       -27
29     -50       -41
30     -50       -22
31       2       -14
32       6        -9
33       5        -1
34       5       -14
35     -50       -25
36     -50       -15
37       2       -23
38       4       -17
39       0       -26
40       5        11
41      16        -3
42       3        10
43       3       -31
44       2       -16
45     -50       -31
46       3        -4
47     -50       -13
48       2        -6
49       2        -3
50       6       -32
51       5       -36
52       5        -5
53       5         3
54       2        -8
55     -50        -6
56       3       -21
57       3       -19
58     -50        -8
59       2       -11
60     -50       -47
61      10        27
62       1        -6
63     -50         2
64       3        -5
65     -50       -13
66       2        -4
67       5        -1
68       4         9
69     -50       -11
70     -50       -27
71     -50       -31
72       5        -4
73       2       -29
74     -50       -35
75      11        14
76       8        14
77       3         3
78       4         3
79     -50       -23
80      -4       -10
81       4        15
82      11        -8
83       4        -3
84       2        11
85       2       -20
86     -50       -25
87      -2        -3
88      -4       -13
89       2         5
90       5       -16
91     -50       -28
92       2       -32
93     -50       -38
94       2       -10
95       5         7
96       0       -16
97       2         8
98       1       -13
99      -1        -9
100    -50       -21
101    -50       -12
102    -50       -30
103      3       -28
104      2       -26
105    -50       -34
106      3       -16
107      3         4
108    -50       -19
109    -50       -21
110      1         3
111      1       -12
112    -50       -10
113      4       -20
114    -50       -33
115      1       -29
116    -50       -27
117      2         5
118      2         5
119      4       -14
120      2       -14
121      1         0
122      0        -4
123      1        -8
124    -50       -39
125      9         5
126      5       -20
127      1        -1
128      2        -2
129      9         0
130      7        14
131      5         0
132     10         5
133    -50       -10
134      5        -0
135      4       -38
136      5         6
137      2       -11
138      2        -2
139      6       -12
140      4         4
141      4         0
142    -50       -32
143    -50       -39
144      4         4
145    -50       -10
146      2        -9
147      2       -35
148      1        -0
149      2         2
150     10        -9
151      4       -13
152      2        -6
153    -50       -17
154      4        -9
155    -50       -14
156      2       -21
157      2         0
158     11        -9
159      4         9
160      4         0
161      0         5
162    -50       -11
163    -50       -10
164    -50       -30
165      5         4
166      2        -8
167      2        -9
168      4       -21
169      3         8
170      6         9
171      4        -4
172      5        -4
173    -50       -16
174      6         4
175    -50       -24
176    -50       -31
177      3        -1
178      2       -16
179      5         8
180      4         8
181      1        -5
182      0       -12
183      4       -14
184      2       -14
185    -50       -30
186      3       -15
187      2        -9
188      2       -23
189      4        17
190    -50        -9
191      2         3
192      4        10
193    -50       -27
194    -50       -43
195      5         8
196    -50        -9
197      2       -41
198     -1       -34
199      4        24
200      5         2
201      8         3
202    -50       -22
203    -50       -14
204    -50       -21
205      4        17
206      5        12
207      2        -2
208      4       -18
209    -50       -29
210    -50       -14
211      2       -21
212      6         6
213      5        11
214      8        -6
215    -50       -12
216    -50       -21
217      8        -8
218      0       -23
219     10         6
220      6        -6
221     -1       -13
222      2        -5
223      2        -7
224      0        -7
225    -50       -34
226      7       -17
227      0       -22
228     10         8
229      4       -11
230    -50       -33
231     10        21
232      6        -3
233     10         6
234      8         2
235    -50       -16
236      9         2
237      2       -19
238    -50       -17
239      0       -38
240      3        -7
241      5        -1
242    -50        10
243      2       -12
244      2        -6
245      3         5
246      1       -14
247      3         1
248     11        23
249      1        -7
250    -50       -35
251    -50       -23
252      2       -15
253     12        21
254      2         5
255      2        -8
256    -50        -1
257      2         7
258      1       -17
259      4        22
260      6        -9
261      0       -13
262      4        -4
263      2         4
264      4         3
265    -50       -23
266      3       -15
267    -50       -34
268      3        34
269      2       -11
270      2         5
271     10        10
272      7         2
273      6        15
274      6        13
275      2         9
276    -50       -34
277    -50       -33
278      1         2
279      5        29
280      3         3
281      3        -1
282      3        -6
283      2        -8
284      2         4
285      2       -17
286      0       -28
287    -50       -43
288      3        13
289      1         1
290      2       -19
291    -50       -29
292     15        19
293      3        -6
294    -50       -14
295      5       -11
296    -50       -10
297      6        -9
298      0       -25
299      8        12
300      6         2
301     17        -2
302      7        -4
303      2         3
304      6         3
305      4       -20
306    -50       -20
307    -50         5
308    -50       -34
309      3        -4
310      6         3
311      2        -9
312    -50        -5
313      4        -5
314      5        -6
315    -50       -21
316      2       -32
317     14         5
318     12         7
319      1        -9
320      5       -15
321      2        -8
322    -50       -15
323      2       -19
324      5       -16
325    -50       -28
